,tailnum,type,manufacturer,issue_date,model,status,aircraft_type,engine_type,PlaneYear
2400,N613AA,Corporation,BOEING,10/03/1989,757-223,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1989
2401,N613AE,Corporation,EMBRAER,09/25/1998,EMB-145,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1998
2402,N613AS,Corporation,BOEING,01/12/2000,737-790,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1999
2403,N613DL,Corporation,BOEING,02/21/1986,757-232,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1985
2404,N613JB,Corporation,AIRBUS,06/15/2005,A320-232,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
2405,N613NW,Corporation,MCDONNELL DOUGLAS,10/20/1995,DC-9-32,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1969
2406,N613SK,Corporation,BOMBARDIER INC,04/04/2002,CL-600-2C10,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2002
2407,N613SW,Corporation,BOEING,11/02/1995,737-3H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1995
2408,N614AA,Corporation,BOEING,06/02/1999,757-223,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1989
2409,N614AE,Corporation,EMBRAER,10/22/1998,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1998
2410,N614AS,Corporation,BOEING,01/25/2000,737-790,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1999
2411,N614DL,Corporation,BOEING,02/25/1986,757-232,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1985
2412,N614SK,Corporation,BOMBARDIER INC,07/31/2002,CL-600-2C10,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2002
2413,N614SW,Corporation,BOEING,11/09/1995,737-3H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1995
2414,N615AA,Corporation,BEECH,10/28/2004,65-A90,Valid,Fixed Wing Multi-Engine,Turbo-Prop,1967
2415,N615AE,Corporation,EMBRAER,10/27/1998,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1998
2416,N615AS,Corporation,BOEING,03/06/2000,737-790,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2000
2417,N615DL,Corporation,BOEING,03/26/1986,757-232,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1986
2418,N615JB,Corporation,AIRBUS,06/20/2005,A320-232,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
2419,N615SW,Corporation,BOEING,11/17/1995,737-3H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1995
2420,N616AA,Corporation,BOEING,05/20/1999,757-223,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1989
2421,N616AE,Corporation,EMBRAER,11/19/1998,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1998
2422,N616DL,Corporation,BOEING,08/01/1986,757-232,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1986
2423,N616SW,Corporation,BOEING,11/20/1995,737-3H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1995
2424,N617AE,Corporation,EMBRAER,11/25/1998,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1998
2425,N617AS,Corporation,BOEING,07/17/2000,737-790,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2000
2426,N617DL,Corporation,BOEING,09/18/1986,757-232,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1986
2427,N617SW,Corporation,BOEING,12/13/1995,737-3H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1995
2428,N618AA,Corporation,BOEING,12/14/1999,757-223,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1989
2429,N618AE,Corporation,EMBRAER,12/18/1998,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1998
2430,N618AS,Corporation,BOEING,07/12/2000,737-790,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2000
2431,N618DL,Corporation,BOEING,08/04/1986,757-232,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1986
2432,N618JB,Corporation,AIRBUS,07/20/2005,A320-232,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
2433,N618WN,Corporation,BOEING,12/19/1995,737-3H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1995
2434,N619AA,Corporation,BOEING,12/14/1999,757-223,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1990
2435,N619AE,Corporation,EMBRAER,12/22/1998,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1998
2436,N619AS,Corporation,BOEING,07/10/2000,737-790,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2000
2437,N619AW,Corporation,AIRBUS INDUSTRIE,09/02/2003,A320-232,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1995
2438,N619DL,Corporation,BOEING,10/03/1986,757-232,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1986
2439,N619SW,Corporation,BOEING,01/05/1996,737-3H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1995
2440,N620AA,Corporation,BOEING,12/14/1999,757-223,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1990
2441,N620AW,Corporation,AIRBUS INDUSTRIE,12/19/1994,A320-231,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1989
2442,N620SW,Corporation,BOEING,07/17/1996,737-3H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1996
2443,N621AA,Individual,CESSNA,06/13/2003,172M,Valid,Fixed Wing Single-Engine,4 Cycle,1975
2444,N621AW,Corporation,AIRBUS INDUSTRIE,09/06/1989,A320-231,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1989
2445,N621DL,Corporation,BOEING,01/12/1987,757-232,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1986
2446,N621JB,Corporation,AIRBUS,07/21/2005,A320-232,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
2447,N621SW,Corporation,BOEING,07/17/1996,737-3H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1996
2448,N622AA,Corporation,BOEING,09/11/1990,757-223,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1990
2449,N622AE,Corporation,EMBRAER,02/11/1999,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
2450,N622AS,Corporation,BOEING,09/20/2000,737-790,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2000
2451,N622AW,Corporation,AIRBUS INDUSTRIE,09/01/1989,A320-231,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1989
2452,N622DL,Corporation,BOEING,01/21/1987,757-232,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1986
2453,N622SW,Corporation,BOEING,07/17/1996,737-3H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1996
2454,N623AA,Corporation,BOEING,09/06/1990,757-223,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1990
2455,N623AE,Corporation,EMBRAER,02/11/1999,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
2456,N623AS,Corporation,BOEING,11/15/2000,737-790,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2000
2457,N623DL,Corporation,BOEING,04/03/1987,757-232,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1987
2458,N623JB,Corporation,AIRBUS,08/10/2005,A320-232,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
2459,N623SW,Corporation,BOEING,07/18/1996,737-3H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1996
2460,N624AA,Corporation,BOEING,09/05/1990,757-223,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1990
2461,N624AE,Corporation,EMBRAER,02/25/1999,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
2462,N624AS,Corporation,BOEING,12/15/2000,737-790,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2000
2463,N624AW,Corporation,AIRBUS INDUSTRIE,09/26/1989,A320-231,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1989
2464,N624DL,Corporation,BOEING,04/03/1987,757-232,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1987
2465,N624JB,Corporation,AIRBUS,08/31/2005,A320-232,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
2466,N624SW,Corporation,BOEING,05/16/1996,737-3H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1996
2467,N625AA,Corporation,BOEING,09/07/1990,757-223,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1990
2468,N625AE,Corporation,EMBRAER,03/11/1999,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
2469,N625AS,Corporation,BOEING,02/02/2001,737-790,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2001
2470,N625AW,Corporation,AIRBUS INDUSTRIE,09/21/1989,A320-231,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1989
2471,N625CA,Corporation,BOMBARDIER INC,08/29/2003,CL-600-2C10,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2003
2472,N625DL,Corporation,BOEING,10/15/2007,757-232,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1987
2473,N625JB,Corporation,AIRBUS,09/28/2005,A320-232,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
2474,N625SW,Corporation,BOEING,10/22/1996,737-3H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1996
2475,N62631,Corporation,BOEING,06/13/1995,737-524,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1995
2476,N626AA,Corporation,BOEING,09/05/1990,757-223,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1990
2477,N626AE,Corporation,EMBRAER,03/18/1999,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
2478,N626AS,Corporation,BOEING,02/09/2001,737-790,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2001
2479,N626AW,Corporation,AIRBUS INDUSTRIE,04/02/1990,A320-231,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1989
2480,N626DL,Corporation,BOEING,07/25/1987,757-232,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1987
2481,N626SW,Corporation,BOEING,10/22/1996,737-3H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1996
2482,N627AA,Corporation,BOEING,09/28/1990,757-223,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1990
2483,N627AE,Corporation,EMBRAER,04/09/1999,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
2484,N627AS,Corporation,BOEING,03/29/2001,737-790,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2001
2485,N627AW,Corporation,AIRBUS INDUSTRIE,01/19/1990,A320-231,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1989
2486,N627DL,Corporation,BOEING,10/15/2007,757-232,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1987
2487,N627JB,Corporation,AIRBUS,11/04/2005,A320-232,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
2488,N627SW,Corporation,BOEING,10/22/1996,737-3H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1996
2489,N628AA,Corporation,BOEING,09/04/1990,757-223,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1990
2490,N628AE,Corporation,EMBRAER,04/15/1999,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
2491,N628AW,Corporation,AIRBUS INDUSTRIE,01/04/1990,A320-231,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1989
2492,N628DL,Corporation,BOEING,07/01/1987,757-232,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1987
2493,N628SW,Corporation,BOEING,10/23/1996,737-3H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1996
2494,N629AA,Corporation,BOEING,12/14/1999,757-223,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1990
2495,N629AE,Corporation,EMBRAER,05/10/1999,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
2496,N629AW,Corporation,AIRBUS INDUSTRIE,01/18/1990,A320-231,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1990
2497,N629BR,Corporation,BOMBARDIER INC,07/23/1998,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1998
2498,N629DL,Corporation,BOEING,12/15/1987,757-232,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1987
2499,N629JB,Corporation,AIRBUS,11/03/2005,A320-232,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
2500,N629SW,Corporation,BOEING,07/24/1996,737-3H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1996
2501,N630AA,Corporation,BOEING,12/14/1999,757-223,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1990
2502,N630AE,Corporation,EMBRAER,05/17/1999,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
2503,N630DL,Corporation,BOEING,12/14/1987,757-232,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1987
2504,N630JB,Corporation,AIRBUS,12/22/2005,A320-232,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
2505,N630WN,Corporation,BOEING,07/18/1996,737-3H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1996
2506,N631AA,Corporation,BOEING,11/08/1990,757-223,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1990
2507,N631AE,Corporation,EMBRAER,06/17/1999,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
2508,N631AW,Corporation,AIRBUS INDUSTRIE,12/27/1989,A320-231,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1990
2509,N631DL,Corporation,BOEING,12/21/1987,757-232,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1987
2510,N631SW,Corporation,BOEING,07/16/1996,737-3H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1996
2511,N632AA,Corporation,BOEING,11/08/1990,757-223,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1990
2512,N632AE,Corporation,EMBRAER,06/23/1999,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
2513,N632AW,Corporation,AIRBUS INDUSTRIE,01/03/1990,A320-231,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1989
2514,N632DL,Corporation,BOEING,12/29/1987,757-232,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1987
2515,N632JB,Corporation,AIRBUS,01/11/2006,A320-232,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2006
2516,N632SW,Corporation,BOEING,07/31/1996,737-3H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1996
2517,N63305,Corporation,BOEING,01/19/2006,737-3TO,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1985
2518,N633AA,Corporation,BOEING,11/16/1990,757-223,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1990
2519,N633AE,Corporation,EMBRAER,07/16/1999,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
2520,N633AW,Corporation,AIRBUS INDUSTRIE,01/02/1989,A320-231,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1989
2521,N633DL,Corporation,BOEING,08/02/2006,757-232,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1987
2522,N633JB,Corporation,AIRBUS,02/01/2006,A320-232,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2006
2523,N633SW,Corporation,BOEING,09/05/1996,737-3H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1996
2524,N634AA,Corporation,BOEING,12/20/1990,757-223,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1990
2525,N634AE,Corporation,EMBRAER,07/21/1999,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
2526,N634AW,Corporation,AIRBUS INDUSTRIE,09/28/1990,A320-231,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1990
2527,N634DL,Corporation,BOEING,02/03/1988,757-232,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1988
2528,N634JB,Corporation,AIRBUS,03/13/2006,A320-232,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2006
2529,N634SW,Corporation,BOEING,09/10/1996,737-3H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1996
2530,N635AA,Corporation,BOEING,12/19/1990,757-223,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1990
2531,N635AE,Corporation,EMBRAER,08/13/1999,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
2532,N635DL,Corporation,BOEING,03/03/1988,757-232,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1988
2533,N635JB,Corporation,AIRBUS,04/04/2006,A320-232,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2006
2534,N635SW,Corporation,BOEING,10/03/1996,737-3H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1996
2535,N636AE,Corporation,EMBRAER,08/18/1999,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
2536,N636AW,Corporation,AIRBUS INDUSTRIE,09/28/1990,A320-231,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1990
2537,N636DL,Corporation,BOEING,06/03/1988,757-232,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1988
2538,N636JB,Corporation,AIRBUS,12/06/2006,A320-232,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2006
2539,N636WN,Corporation,BOEING,01/06/1997,737-3H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1996
2540,N637AE,Corporation,EMBRAER,09/15/1999,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
2541,N637AW,Corporation,AIRBUS INDUSTRIE,09/28/1990,A320-231,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1990
2542,N637DL,Corporation,BOEING,06/03/1988,757-232,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1988
2543,N637JB,Corporation,AIRBUS,05/24/2006,A320-232,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2006
2544,N637SW,Corporation,BOEING,10/04/1996,737-3H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1996
2545,N638AA,Corporation,BOEING,04/19/1991,757-223,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1991
2546,N638AE,Corporation,EMBRAER,09/22/1999,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
2547,N638DL,Corporation,BOEING,06/16/1988,757-232,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1988
2548,N638JB,Corporation,AIRBUS,06/14/2006,A320-232,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2006
2549,N638SW,Corporation,BOEING,11/05/1996,737-3H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1996
2550,N639AA,Corporation,BOEING,02/27/1991,757-223,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1991
2551,N639AE,Corporation,EMBRAER,10/22/1999,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
2552,N639DL,Corporation,BOEING,12/05/1988,757-232,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1988
2553,N639JB,Corporation,AIRBUS,06/28/2006,A320-232,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2006
2554,N639SW,Corporation,BOEING,11/13/1996,737-3H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1996
2555,N640AE,Corporation,EMBRAER,10/27/1999,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
2556,N640AS,Corporation,AEROSPATIALE/ALENIA,09/15/2005,ATR-72-212,Valid,Fixed Wing Multi-Engine,Turbo-Prop,1994
2557,N640AW,Corporation,AIRBUS INDUSTRIE,05/25/1999,A320-232,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1994
2558,N640DL,Corporation,BOEING,12/21/1988,757-232,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1988
2559,N640JB,Corporation,AIRBUS,07/12/2006,A320-232,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2006
2560,N640SW,Corporation,BOEING,02/19/1997,737-3H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1996
2561,N641AA,Corporation,BOEING,01/11/2002,757-223,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1991
2562,N641AE,Corporation,EMBRAER,11/17/1999,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
2563,N641AS,Corporation,AEROSPATIALE/ALENIA,09/15/2005,ATR-72-212,Valid,Fixed Wing Multi-Engine,Turbo-Prop,1994
2564,N641CA,Corporation,BOMBARDIER INC,10/30/2003,CL-600-2C10,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2003
2565,N641DL,Corporation,BOEING,12/31/2002,757-232,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1988
2566,N641JB,Corporation,AIRBUS,08/02/2006,A320-232,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2006
2567,N641SW,Corporation,BOEING,02/25/1997,737-3H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1996
2568,N641UA,Corporation,BOEING,04/19/1991,767-322,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1991
2569,N642AA,Corporation,BOEING,04/08/1991,757-223,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1991
2570,N642AE,Corporation,EMBRAER,11/23/1999,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
2571,N642AS,Corporation,AEROSPATIALE/ALENIA,09/15/2005,ATR-72-212,Valid,Fixed Wing Multi-Engine,Turbo-Prop,1994
2572,N642AW,Corporation,AIRBUS INDUSTRIE,11/28/2007,A320-232,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1996
2573,N642CA,Corporation,BOMBARDIER INC,12/08/2003,CL-600-2C10,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2003
2574,N642DL,Corporation,BOEING,01/26/1989,757-232,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1988
2575,N642UA,Corporation,BOEING,11/23/2005,767-322,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1991
2576,N642WN,Corporation,BOEING,02/11/1997,737-3H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1997
2577,N643AA,Corporation,BOEING,07/03/1991,757-223,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1991
2578,N643AE,Corporation,EMBRAER,12/10/1999,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
2579,N643AS,Corporation,AEROSPATIALE/ALENIA,09/15/2005,ATR-72-212,Valid,Fixed Wing Multi-Engine,Turbo-Prop,1994
2580,N643DL,Corporation,BOEING,02/11/1989,757-232,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1989
2581,N643JB,Corporation,AIRBUS,09/07/2006,A320-232,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2006
2582,N643SW,Corporation,BOEING,02/13/1997,737-3H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1997
2583,N643UA,Corporation,BOEING,11/22/2005,767-322,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1991
2584,N644AE,Corporation,EMBRAER,12/21/1999,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
2585,N644AS,Corporation,BOEING,02/07/2003,737-790,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2003
2586,N644AW,Corporation,AIRBUS INDUSTRIE,02/10/2003,A320-231,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1992
2587,N644DL,Corporation,BOEING,02/15/1989,757-232,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1989
2588,N644JB,Corporation,AIRBUS,09/20/2006,A320-232,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2006
2589,N644SW,Corporation,BOEING,05/12/1997,737-3H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1997
2590,N644UA,Corporation,BOEING,11/22/2005,767-322,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1991
